,Unnamed: 0,full_text,tweet_english
384,386,mmg buta pura2 buta si liat tuh korupsi timah sejak tahun 2015 an,mmg blind temple blind clay tin corruption since 2015
385,387,periksa eks gubernur bangka belitung kasus korupsi pt timah jagung sebut tanya manfaat masyarakat,"check out the ex-governor of Bangka Belitung corruption case for tin corn, ask about the benefits of the community"
386,388,jagung buka buka sosok usaha robert bono periksa kasus korupsi timah,corn open open robert bono business figure check tin corruption case
387,389,siapa eks jenderal bintang 4 inisial b libat kasus korupsi timah rp300 t simak jelas jampidsus,who is the 4-star ex-general initials b involved in the tin corruption case rp300 t see clearly jampidsus
388,390,tau 29 t nya sunat tempat jadi timpa korupsi timah biar enggak lihat korupsi beban di timah semua dasar badut gemoy,know 29 t the circumcision of the place so it overrides the corruption of tin so you don't see the corruption of the load on tin all the base of gemoy clowns
389,391,pantas pdip tuju uu ampas aset kader putra ka bin libat korupsi pt timah densus 88 aja alat lindung jahat sana itu perintah,deserve to go uu dregs assets cadre son ka bin libat corruption pt tin densus 88 aja evil hedge there is an order
390,392,7 halo pak presiden rakyat capek dgn kasus korupsi misal timah kemudian hadir tapera pemred bilang sampe anak gak mau jd sosiolog ken jd usaha timah aja biar kaya gimana neh pak jokowi omx,"7 hello, sir, the president of the people is tired of corruption cases, for example, tin, then there is tapera Pemred saying that until the child does not want to be a sociologist, ken jd, tin business, just let him be rich, how about it, sir jokowi omx"
391,393,mau ganti main vi kek korupsi timah kmaren skrng main sodaranya prabowo wkwkwk,want to change play vi tin corruption cake kmaren now play sodaranya prabowo wkwkwk
392,394,soal sosok jenderal b kasus korupsi timah jampidsus bilang begini,about the figure of the general b the case of tin corruption jampidsus said this
393,395,jampidsus jagung ungkap kasus korupsi timah libat jumlah pihak timbul rugi negara hingga rp300 triliun simak lengkap sini,corn jampidsus said tin corruption cases involved the number of parties incurring state losses of up to Rp300 trillion see complete here
394,396,breaking news jampidsus buka suara soal duga purnawirawan polri peran kasus korupsi timah rp300 t,breaking news jampidsus open voice about alleged retired police officer role of tin corruption case rp300 t
395,397,kasus korupsi pt timah jagung tetap mantan dirjen minerba menteri esdm jadi sangka,corruption case pt tin corn remains former director general of minerba minister esdm so I thought
396,398,dukung penuh jaksa agung usut tuntas korupsi tata niaga timah rugi negara rp 300 triliunjangan diskriminasi jangan tebang pilih berani lah seret tokoh utama duc in altum masuk lah ke laut tempat aman sembunyi,"full support of the attorney general, we must fully deal with corruption, tin trade, state losses of Rp. 300 trillion, discriminatory allowances, do not cut down, choose dare to drag the main character of duc in altum into the sea, where it is safe to hide"
397,399,rugi negara korupsi timah rp 300 triliun siapa harus tanggung,state losses of tin corruption rp 300 trillion who must bear
398,400,soal sosok jenderal b kasus korupsi timah jampidsus bilang begini,about the figure of the general b the case of tin corruption jampidsus said this
399,401,korupsi makin gila aja emas ratus ton timah triliun rupiah sbnrnya negeri kaya sedang miskin sih,"corruption is getting crazier, just a hundred tons of tin a trillion rupiah sbnrnya rich country is poor anyway"
400,402,periksa asisten pribadi sandra dewi korupsi timah jaksa agung klarifikasi hasil,check personal assistant hostra goddess corruption tin attorney general clarification results
401,403,coba ngaca korupsi timah kok hubung tapera,try to see the corruption of tin how come the tapera connection
402,404,soal sosok jenderal b kasus korupsi timah jampidsus bilang begini,about the figure of the general b the case of tin corruption jampidsus said this
403,405,herviano widyatama putra ka bin budi gunawan anggota dpr ri fraksi pdip dduga libat kasus duga korupsi pt timah,herviano widyatama son ka bin budi gunawan member dpr ri faction pdip dduga involved case of alleged corruption pt tin
404,406,gtgt geger anggota densus ciduk pom tni kuntit jampidsus apa jadi balik ada hubung korupsi timah 300t tonton sekarang youtube ilc,gtgt geger member densus ciduk pom tni stalk jampidsus apa jadi jadi ada hubung corruption tin 300t watch now youtube ilc
405,407,kasus korupsi harga 300t cuma 22 sangka kasus tambang timah bayang 300t 22 orang 13636363t perorangpercayakah cuma 22 orang laku korupsi tsb,300t price corruption case only 22 thought the case of the shadow tin mine was 300t 22 people 13636363t per person believe only 22 people did the corruption
406,408,sangka korupsi timah rugi negara rp 300 t tambah kini eks dirjen minerba kemen esdm susul harvey moeis cs penjara,suspect tin corruption state loss rp 300 t add now the ex-director general of minerba kemen esdm susul harvey moeis cs prison
407,409,jaksa agung sanitiar burhanuddin sampai data baru total rugi negara kasus korupsi timah angka naik rp 271 triliun jadi rp 300 triliun,attorney general sanitiar burhanuddin until new data on total state losses in tin corruption cases rose from Rp 271 trillion to Rp 300 trillion
408,410,asal rugi duga korupsi pt timah rp300 t jampidsus singgung soal jenderal b,the origin of the alleged loss of corruption pt tin rp300 t jampidsus alludes to the question of general b
409,411,sana gak nilep dana pensiun sana gak yang colong juta ton nikel sana gak yang korupsi tambang timah sana fakir miskin anggur jamin hidup negara sana sekolah kuliah negeri gratis sana gak paman yang ngubah bunyi uu,there's nothing about the pension fund there's nothing about the million tons of nickel there's nothing about the corruption of the tin mines there's the poor of wine guarantee the life of the country there's free public college school there's nothing about the uncle who changed the sound of uu
410,413,ini nama sangka korupsi pt timah tbk rugi negara tambah 271 t jadi rp 300 t mantan dirjen minerba esdm libat baca lengkap,this is the name of the thought of corruption pt tin tbk state loss add 271 t so rp 300 t ex-director general of mining esdm engagements read more
411,414,anak petinggi bin korupsi timah stalker oknum densus 88 tangkap intel jagung perspektif unlawful killing km 50,son of high-ranking bin corruption tin stalker ocnum densus 88 catch intel corn perspective unlawful killing km 50
412,415,dlm kasus korupsi timah sdh cokok ujung simpul esdm breaking news msh ujung2 lain antara 1 institusioknum tnipolri 2 oknum bumn 3 oknum tukang cuci uang swasta jagung pacu waktu smoga tdk gentar lawan dalang2 nya,"in the case of tin corruption, SDH cokok, the end of the knot, esdm breaking news, MSH, the other end is between 1 institutional tnipolri, 2 ounces of bumn, 3 ounces of private money launderers, corn, run time to smoga, do not dread the opponents of the puppeteers"
413,416,rekam jejak eks dirjen minerba esdm sangka baru korupsi timah usai harvey moes gin harta,the track record of the former director general of mining esdm thought it was new tin corruption after harvey moes gin property
414,417,sudha lah bang ga usah blowup terlalu jangan ikut viral sini biar lah netizen kelas intelijen kerja pantau aja lebih korupsi timah 271t kemaren jampidsus kuntit sama densus88 ada info jendral inisial b libat timah,sudha lah bang no need to blowup too don't go viral here so that netizens of work intelligence class just monitor more tin corruption 271t yesterday jampidsus kuntit sama densus88 there is info general initials b libat tin
415,418,perkara korupsi timah,tin corruption case
416,419,begini hitung ahli soal rugi negara kasus korupsi pt timah capai rp300 triliun,this is how the expert calculation on state loss of tin pt corruption cases reached Rp300 trillion
417,420,nah perlu kaji ulang rasa kok sya sedikit berfikir ya prof kasus angkat pas ramenya korupsi timah kyaknya bakal hilang fokus masyarakat soal besar mari lihat perintah mau main apa lanjut,"well need to review the taste how come I think a little, prof. case of pick up pass ramennya tin corruption kyaknya will lose the focus of the community on the big question let's see what order to play further"
418,421,siapa robert bonosusatya alias rbt sosok duga bos korupsi timah pernah geledah jampidsus baca berita lengkap,who is robert bonosusatya aka rbt the presumptive figure of the boss of tin corruption ever searched the jampidsus read the full news
419,422,duga libat korupsi timah praktisi hukum jagung periksa anak kepala bin,suspected involvement tin corruption corn law practitioners check son head bin
420,423,jagung sebut angka rugi negara akibat korupsi tata niaga timah wilayah iup pt timah periode 20152022 besar rp300 t bukan rp271 t,corn say the state loss figure due to corruption in tin trade in the region of iup pt tin period 20152022 large rp300 t not rp271 t
421,424,koruptor timah para beckingannya siapsiap kena serang jantung rugi negara kasus korupsi timah naik jadi 300 triliun,"tin corruptors, the beckingan are ready to be hit by heart attacks, the loss of the country's tin corruption cases has risen to 300 trillion"
422,425,mantan dirjen minerba esdm bga jadi sangka duga korupsi iup komoditas pt timah,former director general of mining esdm bga so as to suspect corruption iup commodities pt tin
423,426,jaksa agung kata nilai rugi negara kasus duga korupsi pt timah tbk capai angka fantastis,the attorney general said the value of state losses in the case of alleged corruption pt tin tbk achieved fantastic numbers
424,427,yg korupsi timah aman cari uang buat makan doang buat susah negara anjing emang,that lead corruption is safe to make money to eat doang to make it difficult for the dog country
425,428,jagung umum rugi negara akibat korupsi timah capai rp 300 triliun ikut rinciannya,general maize loss of the country due to tin corruption reached Rp 300 trillion following the details
426,429,timah korupsi ratus triliun emas korupsi puluh tahun memang indonesia surga koruptor kalau china langsung hukum mati sita harta di sini jagung ungkap korupsi 109 ton emas antam 6 orang jadi sangka jaksa agung,tin corruption hundred trillion gold corruption twenty years indeed Indonesia is a corrupt paradise if China directly executes the confiscation of property here corn revealed corruption 109 tons of gold between 6 people so I thought the attorney general
427,430,belum pernah jokowi sekalipun komentar korupsi timah taspen bumn rugi malah sibuk malak rakyat lewat tapera,never been jokowi even though the comments of tin corruption taspen bumn loss are even busy malak rakyat through tapera
